country_name,country_code,indicator_name,indicator_code,value,year
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.7699112193732,2017
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.915,2019
"Hong Kong SAR, China",HKG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2017
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.538,2018
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,29.358,2018
Burundi,BDI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.032,2018
Jamaica,JAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.378,2017
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.365,2017
Moldova,MDA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.511,2016
Latvia,LVA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.075,2017
United Arab Emirates,ARE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.248,2017
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.652,2019
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.427,2015
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.351,2018
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.5020877822473,2019
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.382,2018
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.803,2018
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.936353897172,2016
Grenada,GRD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.997,2015
Pacific island small states,PSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.0383906719183,2019
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.443,2016
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.543,2015
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.2485700242147,2017
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.5700036160616,2019
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.416,2015
Low & middle income,LMY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.2360903908315,2016
Middle East & North Africa,MEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.3719859554066,2018
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.303,2016
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.1120140220879,2015
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.235,2016
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.345,2015
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.177,2019
Virgin Islands (U.S.),VIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.35,2015
Niger,NER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.425,2018
North America,NAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.6330826495724,2015
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2015
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.037,2019
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.477,2015
Tonga,TON,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.169,2017
Eswatini,SWZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.625,2017
Aruba,ABW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.108,2015
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.438,2016
Bulgaria,BGR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.347,2019
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.515,2019
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.68,2018
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.381,2015
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.457,2016
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,28.965,2018
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.141794741483,2016
Ukraine,UKR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.154,2016
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.904,2017
Pre-demographic dividend,PRE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.5938901250117,2015
Chad,TCD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.059,2018
Guinea-Bissau,GNB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.777,2019
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.26,2019
Vietnam,VNM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.809,2015
West Bank and Gaza,PSE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.44,2019
Nauru,NRU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2015
Small states,SST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.7249107033434,2018
Isle of Man,IMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.588,2018
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.714,2015
South Sudan,SSD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.092,2016
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.799,2019
South Asia,SAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.4318973569298,2019
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.1768233729515,2018
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.308,2019
Guyana,GUY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.482,2016
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.813,2018
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.292,2017
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.18,2015
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.2,2015
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.224,2016
Brunei Darussalam,BRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.629,2018
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.3,2016
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.47,2019
South Asia,SAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.9923612456427,2018
South Asia (IDA & IBRD),TSA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.4318973569298,2019
"Korea, Rep.",KOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.43,2019
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.93,2016
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.147,2019
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.968,2017
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.862,2015
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.261,2017
Mongolia,MNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.543,2019
Kuwait,KWT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2018
"Congo, Rep.",COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.459,2017
Bermuda,BMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2018
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.105,2017
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.8943497046781,2019
Liechtenstein,LIE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.371,2019
"Macao SAR, China",MAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2019
Uruguay,URY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.334,2018
Hungary,HUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.644,2019
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.6445332827122,2015
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.914,2017
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.914,2015
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.81,2016
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.484,2019
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.407,2017
Cayman Islands,CYM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2017
Barbados,BRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.193,2016
Belize,BLZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.406,2015
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.971,2018
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.159,2015
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.805,2019
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.921,2019
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.0518757457622,2018
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,96.91,2016
Zambia,ZMB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.976,2017
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.35,2017
Mauritius,MUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.841,2017
Sudan,SDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.936,2019
Channel Islands,CHI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.93,2016
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.881,2016
Timor-Leste,TLS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.578,2018
Trinidad and Tobago,TTO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.319,2015
Haiti,HTI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.278,2018
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.683,2018
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2019
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.1161646131932,2016
Sudan,SDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.642,2018
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.203,2017
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.881,2016
United Arab Emirates,ARE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.965,2016
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.886,2016
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.0084652627508,2018
French Polynesia,PYF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.897,2019
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.02,2016
Nicaragua,NIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.76,2019
Maldives,MDV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,40.238,2019
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.3274338420681,2016
Azerbaijan,AZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.031,2019
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.93,2018
"Micronesia, Fed. Sts.",FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,22.456,2015
World,WLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.9142475366878,2015
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.558,2016
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.7,2017
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.178,2016
Middle East & North Africa (excluding high income),MNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.2705251900232,2017
Ukraine,UKR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.061,2015
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.433,2018
Belize,BLZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.866,2019
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.565,2019
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.57,2016
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.72,2017
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.907,2018
Togo,TGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.702,2018
Togo,TGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.248,2019
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.36,2015
Chile,CHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.564,2018
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.777,2015
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.6,2017
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.182,2016
India,IND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.03,2018
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.507,2019
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.562,2017
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.658,2015
Kenya,KEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.03,2018
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.309,2017
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.569,2018
Brazil,BRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.77,2015
Jordan,JOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.747,2017
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.867,2017
Mexico,MEX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.285,2015
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.553,2015
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.852,2016
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.431,2018
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.146,2017
Turkey,TUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.63,2019
Turkey,TUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.611,2015
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.08,2017
Bolivia,BOL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.738,2016
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.67,2017
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.534,2016
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.908,2017
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.453,2018
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.809,2015
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,62.994,2019
Morocco,MAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.36,2016
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.945,2018
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.346,2016
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.642,2017
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.968,2019
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.777,2017
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.374,2018
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.179,2016
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.578,2015
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.778,2018
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.457,2017
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.096,2018
Honduras,HND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.813,2016
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.84,2016
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.447,2017
Malaysia,MYS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.607,2019
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.907,2019
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.234,2016
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.026,2015
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.666,2018
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.026,2016
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.585,2018
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.3,2017
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.879,2019
Thailand,THA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.692,2019
Thailand,THA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.448,2016
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.991,2019
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.054,2018
Guatemala,GTM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.971,2015
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.989,2016
Indonesia,IDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.325,2018
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.311,2016
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.405,2019
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.632,2018
Bangladesh,BGD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.083,2016
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.34,2018
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.862,2015
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.076,2019
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.735,2016
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.56,2017
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.501,2016
El Salvador,SLV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.7,2015
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.682,2017
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.907,2018
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.475,2016
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.149,2019
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.284,2015
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.856,2019
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.705,2017
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.732,2016
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.785,2015
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.73,2019
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.277,2017
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.074,2018
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.828,2019
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.88,2016
Latin America & the Caribbean (IDA & IBRD countries),TLA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.8838583085952,2015
IBRD only,IBD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.1640483876783,2015
Middle income,MIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.8817659250772,2019
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.781,2015
Japan,JPN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.535,2017
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.947,2018
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,89.145,2018
Tanzania,TZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.333,2016
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.2101923266273,2018
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.1637779361872,2017
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.0890803997939,2016
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.25,2017
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.149,2016
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,96.739,2015
Myanmar,MMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.852,2019
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,90.173,2015
IDA only,IDX,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.8469868705746,2015
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.086,2015
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.53,2015
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.044,2019
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.889,2015
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.751,2017
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.827,2015
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.5910727362463,2015
Sub-Saharan Africa,SSF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,39.6446620067182,2017
Suriname,SUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.056,2015
Suriname,SUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.095,2019
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.326,2017
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.403,2016
Tonga,TON,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.275,2015
Iceland,ISL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.735,2016
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.9500685698037,2019
"Venezuela, RB",VEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.165,2016
Virgin Islands (U.S.),VIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,95.48,2016
Zimbabwe,ZWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.296,2016
Brunei Darussalam,BRN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.663,2015
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.963,2018
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.8865327370784,2019
Armenia,ARM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.085,2015
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.125,2017
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.681,2016
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.174,2015
Nauru,NRU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2016
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.4451079536544,2018
Austria,AUT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.094,2017
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2018
Kiribati,KIR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.619,2015
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.515,2015
Channel Islands,CHI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.914,2017
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.933,2016
Trinidad and Tobago,TTO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.187,2019
Low & middle income,LMY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.687960156979,2015
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.306868613472,2017
Angola,AGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.839,2017
Marshall Islands,MHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.811,2015
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.231,2017
Belarus,BLR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.134,2017
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.79,2016
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.709,2018
Monaco,MCO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100.0,2016
St. Vincent and the Grenadines,VCT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.964,2015
Trinidad and Tobago,TTO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.205,2017
Lao PDR,LAO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.004,2018
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.46,2016
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.5149579509874,2018
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.313,2019
Nepal,NPL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.153,2019
